SUBNATIONAL1,SUBNATIONAL2,PERTE,ANNEE
El Oued,Sidi Aoun,0,2014
El Oued,Sidi Khelil,0,2014
El Oued,Still,0,2014
El Oued,Taghzout,0,2014
El Oued,Taleb Larbi,0,2014
El Oued,Tenedla,0,2014
El Oued,Trifaoui,0,2014
El Tarf,Ain El Assel,143,2014
El Tarf,Ain Kerma,15,2014
El Tarf,Asfour,119,2014
El Tarf,Ben M'Hidi,50,2014
El Tarf,Berrihane,105,2014
El Tarf,Besbes,16,2014
El Tarf,Bougous,164,2014
El Tarf,Bouhadjar,31,2014
El Tarf,Bouteldja,88,2014
El Tarf,Chebaita Mokhtar,0,2014
El Tarf,Chefia,130,2014
El Tarf,Chihani,744,2014
El Tarf,Drean,1,2014
El Tarf,Echatt,0,2014
El Tarf,El Aioun,9,2014
El Tarf,El Kala,77,2014
El Tarf,El Tarf,98,2014
El Tarf,Hammam Ben Salah,299,2014
El Tarf,Lac Des Oiseaux,4,2014
El Tarf,Oued Zitoun,2,2014
El Tarf,Raml Souk,26,2014
El Tarf,Souarekh,17,2014
El Tarf,Zerizer,0,2014
El Tarf,Zitouna,146,2014
Ghardaïa,Berriane,0,2014
Ghardaïa,Bounoura,0,2014
Ghardaïa,Dhayet Bendhahoua,0,2014
Ghardaïa,El Atteuf,0,2014
Ghardaïa,El Guerrarra,0,2014
Ghardaïa,El Meniaa,0,2014
Ghardaïa,Ghardaia,0,2014
Ghardaïa,Hassi Fehal,0,2014
Ghardaïa,Hassi Gara,0,2014
Ghardaïa,Mansoura,0,2014
Ghardaïa,Metlili,0,2014
Ghardaïa,Sebseb,0,2014
Ghardaïa,Zelfana,0,2014
Guelma,Ain Ben Beida,30,2014
Guelma,Ain Larbi,0,2014
Guelma,Ain Makhlouf,0,2014
Guelma,Ain Rekada,0,2014
Guelma,Ain Sandel,3,2014
Guelma,Belkheir,21,2014
Guelma,Ben Djerrah,9,2014
Guelma,Beni Mezline,2,2014
Guelma,Bordj Sebbat,51,2014
Guelma,Bou Hachana,0,2014
Guelma,Bou Hamdane,125,2014
Guelma,Bouati Mahmoud,19,2014
Guelma,Bouchekouf,81,2014
Guelma,Boumahra Ahmed,0,2014
Guelma,Dahouara,14,2014
Guelma,Djebala El Khemissi,157,2014
Guelma,El Fedjoudj,9,2014
Guelma,Guelma,14,2014
Guelma,Hammam Debagh,14,2014
Guelma,Hammam N'Bail,10,2014
Guelma,Helliopolis,39,2014
Guelma,Houari Boumediene,1,2014
Guelma,Kalaat Bousbaa,22,2014
Guelma,Khezzara,0,2014
Guelma,Medjaz Ammar,5,2014
Guelma,Medjaz Sfa,641,2014
Guelma,Nechemaya,18,2014
Guelma,Oued Cheham,18,2014
Guelma,Oued Fragha,14,2014
Guelma,Oued Zenati,0,2014
Guelma,Ras El Agba,0,2014
Guelma,Roknia,214,2014
Guelma,Selaoua Announa,0,2014
Guelma,Tamlouka,0,2014
Illizi,Bordj El Haouasse,0,2014
Illizi,Bordj Omar Driss,0,2014
Illizi,Debdeb,0,2014
Illizi,Djanet,0,2014
Illizi,Illizi,0,2014
Illizi,In Amenas,0,2014
Jijel,Bordj Tahar,60,2014
Jijel,Boudria Beniyadjis,14,2014
Jijel,Bouraoui Belhadef,19,2014
Jijel,Boussif Ouled Askeur,59,2014
Jijel,Chahna,16,2014
Jijel,Chekfa,19,2014
Jijel,Djemaa Beni Habibi,6,2014
Jijel,Djemila,3,2014
Jijel,El Ancer,43,2014
Jijel,El Aouana,56,2014
Jijel,El Kennar Nouchfi,7,2014
Jijel,El Milia,130,2014
Jijel,Emir Abdelkader,3,2014
Jijel,Erraguene,9,2014
Jijel,Ghebala,18,2014
Jijel,Jijel,10,2014
Jijel,Kheir Oued Adjoul,4,2014
Jijel,Kouas,23,2014
Jijel,Oudjana,38,2014
Jijel,Ouled Rabah,1,2014
Jijel,Ouled Yahia Khadrouche,52,2014
Jijel,Selma Benziada,46,2014
Jijel,Settara,20,2014
Jijel,Sidi Abdelaziz,6,2014
Jijel,Sidi Marouf,4,2014
Jijel,Taher,1,2014
Jijel,Texenna,170,2014
Jijel,Ziama Mansouria,18,2014
Khenchela,Ain Touila,0,2014
Khenchela,Babar,0,2014
Khenchela,Baghai,0,2014
Khenchela,Bouhmama,1,2014
Khenchela,Chechar,0,2014
Khenchela,Chelia,0,2014
Khenchela,Djellal,0,2014
Khenchela,El Hamma,1,2014
Khenchela,El Mahmal,0,2014
Khenchela,El Oueldja,0,2014
Khenchela,Ensigha,0,2014
Khenchela,Kais,0,2014
Khenchela,Khenchela,0,2014
Khenchela,Khirane,0,2014
Khenchela,M'Sara,0,2014
Khenchela,M'Toussa,0,2014
Khenchela,Ouled Rechache,0,2014
Khenchela,Remila,0,2014
Khenchela,Tamza,29,2014
Khenchela,Taouzianat,6,2014
Khenchela,Yabous,1,2014
Laghouat,Aflou,0,2014
Laghouat,Ain Madhi,0,2014
Laghouat,Ain Sidi Ali,0,2014
Laghouat,Brida,0,2014
Laghouat,El Assafia,0,2014
Laghouat,El Beidha,0,2014
Laghouat,El Ghicha,0,2014
Laghouat,El Haouaita,0,2014
Laghouat,Gueltat Sidi Saad,0,2014
Laghouat,Hadj Mechri,0,2014
Laghouat,Hassi Delaa,0,2014
Laghouat,Hassi R'Mel,0,2014
Laghouat,Kheneg,0,2014
Laghouat,Ksar Hirane,0,2014
Laghouat,Laghouat,0,2014
Laghouat,Mekhareg,0,2014
Laghouat,Oued Mora,0,2014
Laghouat,Oued M'Zi,0,2014
Laghouat,Sebgag,0,2014
Laghouat,Sidi Bouzid,0,2014
Laghouat,Sidi Makhlouf,0,2014
Laghouat,Tadjemout,0,2014
Laghouat,Tadjrouna,0,2014
Laghouat,Taouala,0,2014
Mascara,Ain Fares,0,2014
Mascara,Ain Fekan,0,2014
Mascara,Ain Ferah,0,2014
Mascara,Ain Frass,0,2014
Mascara,Alaimia,0,2014
Mascara,Aouf,0,2014
Mascara,Benian,0,2014
Mascara,Bou Henni,0,2014
Mascara,Bouhanifia,0,2014
Mascara,Chorfa,0,2014
Mascara,El Bordj,0,2014
Mascara,El Gaada,0,2014
Mascara,El Ghomri,0,2014
Mascara,El Guettana,0,2014
Mascara,El Hachem,0,2014
Mascara,El Keurt,0,2014
Mascara,El Mamounia,0,2014
Mascara,El Matmor,0,2014
Mascara,El Menaouer,0,2014
Mascara,Ferraguig,0,2014
Mascara,Froha,0,2014
Mascara,Gharrous,0,2014
Mascara,Ghriss,0,2014
Mascara,Guerdjoum,0,2014
Mascara,Hacine,0,2014
Mascara,Khalouia,0,2014
Mascara,Magtaa Douz,0,2014
Mascara,Makhda,0,2014
Mascara,Maoussa,0,2014
Mascara,Mascara,0,2014
Mascara,Mohammadia,0,2014
Mascara,Nesmoth,0,2014
Mascara,Oggaz,0,2014
Mascara,Oued El Abtal,0,2014
Mascara,Oued Taria,0,2014
Mascara,Ras Ain Amirouche,0,2014
Mascara,Sedjerara,0,2014
Mascara,Sehailia,0,2014
Mascara,Sidi Abdeldjebar,0,2014
Mascara,Sidi Abdelmoumene,0,2014
Mascara,Sidi Boussaid,0,2014
Mascara,Sidi Kada,0,2014
Mascara,Sig,0,2014
Mascara,Tighenif,0,2014
Mascara,Tizi,0,2014
Mascara,Zahana,0,2014
Mascara,Zelmata,0,2014
Médéa,Ain Boucif,0,2014
Médéa,Ain Ouksir,0,2014
Médéa,Aissaouia,18,2014
Médéa,Azziz,0,2014
Médéa,Azzizia,0,2014
Médéa,Baata,41,2014
Médéa,Ben Chicao,4,2014
Médéa,Beni Slimane,0,2014
Médéa,Berrouaghia,7,2014
Médéa,Bir Ben Laabed,0,2014
Médéa,Bouaiche,0,2014
Médéa,Bouaichoune,21,2014
Médéa,Boucherahil,0,2014
Médéa,Boughar,0,2014
Médéa,Boughezoul,0,2014
Médéa,Bouskene,0,2014
Médéa,Chahbounia,0,2014
Médéa,Chellalet Ladhaoura,0,2014
Médéa,Cheniguel,0,2014
Médéa,Derrag,0,2014
Médéa,Deux Bassins,4,2014
Médéa,Djouab,0,2014
Médéa,Draa Smar,4,2014
Médéa,El Guelb El Kebir,0,2014
Médéa,El Hamdania,15,2014
Médéa,El Kaf Lakhdar,0,2014
Médéa,El Ouinet,0,2014
Médéa,El Oumaria,6,2014
Médéa,Hannacha,4,2014
Médéa,Khams Djouamaa,0,2014
Médéa,Ksar El Boukhari,0,2014
Médéa,Medea,28,2014
Médéa,Medjebar,2,2014
Médéa,Meftaha,0,2014
Médéa,Megheraoua,1,2014
Médéa,Mezrenna,0,2014
Médéa,Mihoub,0,2014
Médéa,Ouamri,0,2014
Médéa,Oued Harbil,7,2014
Médéa,Ouezra,0,2014
Médéa,Ouled Antar,11,2014
Médéa,Ouled Bouachra,18,2014
Médéa,Ouled Brahim,1,2014
Médéa,Ouled Daid,0,2014
Médéa,Ouled Hellal,7,2014
Médéa,Ouled Maaraf,0,2014
Médéa,Oum El Djellil,0,2014
Médéa,Roubia,0,2014
Médéa,Saneg,0,2014
Médéa,Sedraya,0,2014
Médéa,Seghouane,0,2014
Médéa,Si El Mahdjoub,0,2014
Médéa,Sidi Damed,0,2014
Médéa,Sidi Errabia,0,2014
Médéa,Sidi Naamane,1,2014
Médéa,Sidi Zahar,0,2014
Médéa,Sidi Ziane,0,2014
Médéa,Souagui,0,2014
Médéa,Tablat,0,2014
Médéa,Tafraout,0,2014
Médéa,Tamezguida,58,2014
Médéa,Thleth Douair,0,2014
Médéa,Tizi Mahdi,1,2014
Médéa,Zoubiria,7,2014
Mila,Ahmed Rachedi,0,2014
Mila,Ain Beida Harriche,0,2014
Mila,Ain Mellouk,0,2014
Mila,Ain Tine,0,2014
Mila,Amirat Arres,1,2014
Mila,Benyahia Abderrahmane,0,2014
Mila,Bouhatem,0,2014
Mila,Chelghoum Laid,0,2014
Mila,Cheraga,0,2014
Mila,Derradji Bousselah,0,2014
Mila,El Mechira,0,2014
Mila,Elayadi Barbes,0,2014
Mila,Ferdjioua,0,2014
Mila,Grarem Gouga,7,2014
Mila,Hamala,1,2014
Mila,Mila,0,2014
Mila,Minar Zarza,0,2014
Mila,Oued Athmenia,0,2014
Mila,Oued Endja,0,2014
Mila,Oued Seguen,0,2014
Mila,Ouled Khelouf,0,2014
Mila,Rouached,0,2014
Mila,Sidi Khelifa,0,2014
Mila,Sidi Merouane,0,2014
Mila,Tadjenanet,0,2014
Mila,Tassadane Haddada,12,2014
Mila,Teleghma,0,2014
Mila,Terrai Bainnane,5,2014
Mila,Tessala Lamtai,1,2014
Mila,Tiberguent,0,2014
Mila,Yahia Beniguecha,0,2014
Mila,Zeghaia,0,2014
Mostaganem,Achaacha,0,2014
Mostaganem,Ain Boudinar,0,2014
Mostaganem,Ain Nouissy,0,2014
Mostaganem,Ain Sidi Cherif,0,2014
Mostaganem,Ain Tedles,0,2014
Mostaganem,Benabdelmalek Ramdane,0,2014
Mostaganem,Bouguirat,0,2014
Mostaganem,Fornaka,0,2014
Mostaganem,Hadjadj,8,2014
Mostaganem,Hassaine|Beni Yahi,0,2014
Mostaganem,Hassi Mameche,0,2014
Mostaganem,Khadra,0,2014
Mostaganem,Kheiredine,0,2014
Mostaganem,Mansourah,0,2014
Mostaganem,Mesra,0,2014
Mostaganem,Mezghrane,0,2014
Mostaganem,Mostaganem,0,2014
Mostaganem,Nekmaria,0,2014
Mostaganem,Oued El Kheir,0,2014
Mostaganem,Ouled Boughalem,0,2014
Mostaganem,Ouled Maalah,0,2014
Mostaganem,Safsaf,0,2014
Mostaganem,Sayada,0,2014
Mostaganem,Sidi Ali,0,2014
Mostaganem,Sidi Belattar,0,2014
Mostaganem,Sidi Lakhdar,8,2014
Mostaganem,Sirat,0,2014
Mostaganem,Souaflia,0,2014
Mostaganem,Sour,0,2014
Mostaganem,Stidia,0,2014
Mostaganem,Tazgait,0,2014
Mostaganem,Touahria,0,2014
M'Sila,Ain El Hadjel,0,2014
M'Sila,Ain El Melh,0,2014
M'Sila,Ain Errich,0,2014
M'Sila,Ain Fares,0,2014
M'Sila,Ain Khadra,0,2014
M'Sila,Belaiba,0,2014
M'Sila,Ben Srour,0,2014
M'Sila,Beni Ilmane,0,2014
M'Sila,Benzouh,0,2014
M'Sila,Berhoum,0,2014
M'Sila,Bir Foda,0,2014
M'Sila,Bou Saada,0,2014
M'Sila,Bouti Sayeh,0,2014
M'Sila,Chellal,0,2014
M'Sila,Dehahna,0,2014
M'Sila,Djebel Messaad,0,2014
M'Sila,El Houamed,0,2014
M'Sila,Hammam Dalaa,0,2014
M'Sila,Hamri,0,2014
M'Sila,Khatouti Sed Eldjir,0,2014
M'Sila,Khoubana,0,2014
M'Sila,Maadid,0,2014
M'Sila,Maarif,0,2014
M'Sila,Magra,0,2014
M'Sila,M'Cif,0,2014
M'Sila,Medjedel,0,2014
M'Sila,Menaa,0,2014
M'Sila,Mohamed Boudiaf,0,2014
M'Sila,M'Sila,0,2014
M'Sila,M'Tarfa,0,2014
M'Sila,Ouanougha,0,2014
M'Sila,Ouled Addi Guebala,0,2014
M'Sila,Ouled Derradj,0,2014
M'Sila,Ouled Madhi,0,2014
M'Sila,Ouled Mansour,0,2014
M'Sila,Ouled Sidi Brahim,0,2014
M'Sila,Ouled Slimane,0,2014
M'Sila,Oultene,0,2014
M'Sila,Sidi Aissa,0,2014
M'Sila,Sidi Ameur,0,2014
M'Sila,Sidi Hadjeres,0,2014
M'Sila,Sidi M'Hamed,0,2014
M'Sila,Slim,0,2014
M'Sila,Soumaa,0,2014
M'Sila,Tamsa,0,2014
M'Sila,Tarmount,0,2014
M'Sila,Zarzour,0,2014
Naâma,Ain Ben Khelil,0,2014
Naâma,Ain Safra,0,2014
Naâma,Assela,0,2014
Naâma,Djeniane Bourzeg,0,2014
Naâma,El Biod,0,2014
Naâma,Kasdir,0,2014
Naâma,Makman Ben Amer,0,2014
Naâma,Mecheria,0,2014
Naâma,Moghrar,0,2014
Naâma,Naama,0,2014
Naâma,Sfissifa,0,2014
Naâma,Tiout,0,2014
Oran,Ain Biya,0,2014
Oran,Ain Kerma,2,2014
Oran,Ain Turk,0,2014
Oran,Arzew,31,2014
Oran,Ben Freha,0,2014
Oran,Bethioua,0,2014
Oran,Bir El Djir,0,2014
Oran,Boufatis,0,2014
Oran,Bousfer,1,2014
Oran,Boutlelis,0,2014
Oran,El Ançar,0,2014
Oran,El Braya,0,2014
Oran,El Kerma,0,2014
Oran,Es Senia,0,2014
Oran,Gdyel,5,2014
Oran,Hassi Ben Okba,1,2014
Oran,Hassi Bounif,0,2014
Oran,Hassi Mefsoukh,0,2014
Oran,Marsat El Hadjadj,0,2014
Oran,Mers El Kebir,0,2014
Oran,Misserghin,0,2014
Oran,Oran,0,2014
Oran,Oued Tlelat,0,2014
Oran,Sidi Ben Yebka,54,2014
Oran,Sidi Chahmi,0,2014
Oran,Tafraoui,0,2014
Ouargla,Ain Beida,0,2014
Ouargla,Baladiet Amor,0,2014
Ouargla,Benaceur,0,2014
Ouargla,El Allia,0,2014
Ouargla,El Borma,0,2014
Ouargla,El Hadjira,0,2014
Ouargla,Hassi Ben Abdellah,0,2014
Ouargla,Hassi Messaoud,0,2014
Ouargla,Megarine,0,2014
Ouargla,M'Naguer,0,2014
Ouargla,Nezla,0,2014
Ouargla,N'Goussa,0,2014
Ouargla,Ouargla,0,2014
Ouargla,Rouissat,0,2014
Ouargla,Sidi Khouiled,0,2014
Ouargla,Sidi Slimane,0,2014
Ouargla,Taibet,0,2014
Ouargla,Tebesbest,0,2014
Ouargla,Temacine,0,2014
Ouargla,Touggourt,0,2014
Ouargla,Zaouia El Abidia,0,2014
Oum el Bouaghi,Ain Bebouche,0,2014
Oum el Bouaghi,Ain Beida,0,2014
Oum el Bouaghi,Ain El Diss,0,2014
Oum el Bouaghi,Ain El Fakroun,0,2014
Oum el Bouaghi,Ain El Kercha,0,2014
Oum el Bouaghi,Ain M'Lila,0,2014
Oum el Bouaghi,Ain Zitoun,0,2014
Oum el Bouaghi,Belala,0,2014
Oum el Bouaghi,Berriche,0,2014
Oum el Bouaghi,Bhir El Chergui,0,2014
Oum el Bouaghi,Bir Chouhada,0,2014
Oum el Bouaghi,El Amiria,0,2014
Oum el Bouaghi,El Dhaala,0,2014
Oum el Bouaghi,El Djazia,1,2014
Oum el Bouaghi,El Fedjoudj Boughrara Saoudi,0,2014
Oum el Bouaghi,El Harmilia,0,2014
Oum el Bouaghi,El Rahia,0,2014
Oum el Bouaghi,Fkirina,0,2014
Oum el Bouaghi,Hanchir Toumghani,0,2014
Oum el Bouaghi,Ksar El Sbihi,0,2014
Oum el Bouaghi,Meskiana,0,2014
Oum el Bouaghi,Oued Nini,0,2014
Oum el Bouaghi,Ouled Gacem,0,2014
Oum el Bouaghi,Ouled Hamla,0,2014
Oum el Bouaghi,Ouled Zaoui,0,2014
Oum el Bouaghi,Oum El Bouaghi,0,2014
Oum el Bouaghi,Sigous,0,2014
Oum el Bouaghi,Souk Naamane,0,2014
Oum el Bouaghi,Zorg,1,2014
Relizane,Ain Rahma,0,2014
Relizane,Ain Tarek,3,2014
Relizane,Ammi Moussa,0,2014
Relizane,Belaassel Bouzagza,0,2014
Relizane,Ben Daoud,0,2014
Relizane,Beni Dergoun,0,2014
Relizane,Beni Zentis,0,2014
Relizane,Dar Ben Abdelah,0,2014
Relizane,Djidiouia,0,2014
Relizane,El Guettar,0,2014
Relizane,El Hassi,0,2014
Relizane,El H'Madna,0,2014
Relizane,El Matmar,0,2014
Relizane,El Oueldja,0,2014
Relizane,Had Echkalla,0,2014
Relizane,Hamri,0,2014
Relizane,Kalaa,0,2014
Relizane,Lahlef,0,2014
Relizane,Mazouna,0,2014
Relizane,Mediouna,0,2014
Relizane,Mendes,0,2014
Relizane,Merdja Sidi Abed,0,2014
Relizane,Ouarizane,0,2014
Relizane,Oued El Djemaa,0,2014
Relizane,Oued Essalem,0,2014
Relizane,Oued Rhiou,0,2014
Relizane,Ouled Sidi Mihoub,0,2014
Relizane,Ouled Yaich,0,2014
Relizane,Ramka,45,2014
Relizane,Relizane,0,2014
Relizane,Sidi Khettab,0,2014
Relizane,Sidi Lazreg,0,2014
Relizane,Sidi M'Hamed Benali,0,2014
Relizane,Sidi M'Hamed Benaouda,0,2014
Relizane,Sidi Saada,0,2014
Relizane,Souk El Had,0,2014
Relizane,Yellel,0,2014
Relizane,Zemmoura,0,2014
Saïda,Ain El Hadjar,0,2014
Saïda,Ain Sekhouna,0,2014
Saïda,Ain Soltane,0,2014
Saïda,Doui Thabet,0,2014
Saïda,El Hassasna,0,2014
Saïda,Hounet,0,2014
Saïda,Maamora,0,2014
Saïda,Moulay Larbi,0,2014
Saïda,Ouled Brahim,0,2014
Saïda,Ouled Khaled,0,2014
Saïda,Saida,0,2014
Saïda,Sidi Ahmed,0,2014
Saïda,Sidi Amar,0,2014
Saïda,Sidi Boubekeur,0,2014
Saïda,Tircine,0,2014
Saïda,Youb,0,2014
Sétif,Ain Abessa,0,2014
Sétif,Ain Arnat,0,2014
Sétif,Ain Azel,1,2014
Sétif,Ain El Kebira,0,2014
Sétif,Ain Lahdjar,0,2014
Sétif,Ain Oulmane,0,2014
Sétif,Ain Roua,0,2014
Sétif,Ain-Legradj,2,2014
Sétif,Ain-Sebt,3,2014
Sétif,Ait Naoual Mezada,11,2014
Sétif,Ait-Tizi,2,2014
Sétif,Amoucha,0,2014
Sétif,Babor,6,2014
Sétif,Bazer-Sakra,0,2014
Sétif,Beidha Bordj,0,2014
Sétif,Bellaa,0,2014
Sétif,Beni Chebana,6,2014
Sétif,Beni Fouda,0,2014
Sétif,Beni Oussine,0,2014
Sétif,Beni-Aziz,3,2014
Sétif,Beni-Mouhli,0,2014
Sétif,Beni-Ouartilane,0,2014
Sétif,Bir Haddada,0,2014
Sétif,Bir-El-Arch,0,2014
Sétif,Bouandas,0,2014
Sétif,Bougaa,0,2014
Sétif,Bousselam,0,2014
Sétif,Boutaleb,0,2014
Sétif,Dehamcha,0,2014
Sétif,Djemila,0,2014
Sétif,Draa-Kebila,0,2014
Sétif,El Eulma,0,2014
Sétif,El Oueldja,0,2014
Sétif,El Ouricia,0,2014
Sétif,Guellal,0,2014
Sétif,Guelta Zerka,0,2014
Sétif,Guenzet Tassameurt,6,2014
Sétif,Guidjel,0,2014
Sétif,Hamma,0,2014
Sétif,Hammam Guergour,0,2014
Sétif,Hammam Soukhna,0,2014
Sétif,Harbil,2,2014
Sétif,Ksar El Abtal,0,2014
Sétif,Maaouia,0,2014
Sétif,Maouaklane,0,2014
Sétif,Mezloug,0,2014
Sétif,Oued El Barad,2,2014
Sétif,Ouled Addouane,0,2014
Sétif,Ouled Saber,0,2014
Sétif,Ouled Si Ahmed,0,2014
Sétif,Ouled Tebben,0,2014
Sétif,Rosfa,8,2014
Sétif,Salah Bey,5,2014
Sétif,Serdj-El-Ghoul,1,2014
Sétif,Setif,0,2014
Sétif,Tachouda,0,2014
Sétif,Tala-Ifacene,0,2014
Sétif,Taya,0,2014
Sétif,Telaa,0,2014
Sétif,Tizi N'Bechar,0,2014
Sidi Bel Abbès,Ain Adden,0,2014
Sidi Bel Abbès,Ain El Berd,0,2014
Sidi Bel Abbès,Ain Kada,0,2014
Sidi Bel Abbès,Ain Thrid,0,2014
Sidi Bel Abbès,Ain Tindamine,0,2014
Sidi Bel Abbès,Amernas,0,2014
Sidi Bel Abbès,Badredine El Mokrani,0,2014
Sidi Bel Abbès,Belarbi,0,2014
Sidi Bel Abbès,Ben Badis,0,2014
Sidi Bel Abbès,Benaicha Chelia,0,2014
Sidi Bel Abbès,Bir El Hammam,0,2014
Sidi Bel Abbès,Boudjebaa El Bordj,0,2014
Sidi Bel Abbès,Boukhenifis,0,2014
Sidi Bel Abbès,Chetouane Belaila,0,2014
Sidi Bel Abbès,Dhaya,0,2014
Sidi Bel Abbès,El Hacaiba,0,2014
Sidi Bel Abbès,Hassi Dahou,0,2014
Sidi Bel Abbès,Hassi Zehana,0,2014
Sidi Bel Abbès,Lemtar,0,2014
Sidi Bel Abbès,M'Cid,0,2014
Sidi Bel Abbès,Mekkedra,0,2014
Sidi Bel Abbès,Merhoum,0,2014
Sidi Bel Abbès,Merine,0,2014
Sidi Bel Abbès,Mezaourou,0,2014
Sidi Bel Abbès,Moulay Slissen,1,2014
Sidi Bel Abbès,Mustafa Ben Brahim,0,2014
Sidi Bel Abbès,Oued Sebaa,0,2014
Sidi Bel Abbès,Oued Sefioune,0,2014
Sidi Bel Abbès,Oued Taourira,0,2014
Sidi Bel Abbès,Ras El Ma,0,2014
Sidi Bel Abbès,Redjem Demouche,0,2014
Sidi Bel Abbès,Sehala Thaoura,0,2014
Sidi Bel Abbès,Sfisef,0,2014
Sidi Bel Abbès,Sidi Ali Benyoub,0,2014
Sidi Bel Abbès,Sidi Ali Boussidi,0,2014
Sidi Bel Abbès,Sidi Bel Abbes,0,2014
Sidi Bel Abbès,Sidi Brahim,0,2014
Sidi Bel Abbès,Sidi Chouab,0,2014
Sidi Bel Abbès,Sidi Dahou Zair,0,2014
Sidi Bel Abbès,Sidi Hamadouche,0,2014
Sidi Bel Abbès,Sidi Khaled,0,2014
Sidi Bel Abbès,Sidi Lahcene,0,2014
Sidi Bel Abbès,Sidi Yacoub,0,2014
Sidi Bel Abbès,Tabia,0,2014
Sidi Bel Abbès,Tafissour,0,2014
Sidi Bel Abbès,Taghlimet,0,2014
Sidi Bel Abbès,Taoudmout,0,2014
Sidi Bel Abbès,Tassala,0,2014
Sidi Bel Abbès,Telagh,0,2014
Sidi Bel Abbès,Tenira,0,2014
Sidi Bel Abbès,Tilmouni,0,2014
Sidi Bel Abbès,Zerouala,0,2014
Skikda,Ain Bouziane,1,2014
Skikda,Ain Charchar,68,2014
Skikda,Ain Kechra,70,2014
Skikda,Ain Zouit,350,2014
Skikda,Azzaba,104,2014
Skikda,Bekkouche Lakhdar,55,2014
Skikda,Ben Azzouz,25,2014
Skikda,Beni Bechir,5,2014
Skikda,Beni Oulbane,3,2014
Skikda,Beni Zid,135,2014
Skikda,Bin El Ouiden,32,2014
Skikda,Bouchetata,140,2014
Skikda,Cheraia,86,2014
Skikda,Collo,30,2014
Skikda,Djendel Saadi Mohamed,234,2014
Skikda,El Ghedir,13,2014
Skikda,El Hadaiek,41,2014
Skikda,El Harrouch,3,2014
Skikda,El Marsa,32,2014
Skikda,Emjez Edchich,28,2014
Skikda,Es Sebt,181,2014
Skikda,Filfila,22,2014
Skikda,Hamadi Krouma,29,2014
Skikda,Kanoua,16,2014
Skikda,Kerkera,41,2014
Skikda,Kheng Maoun,9,2014
Skikda,Oued Zhour,8,2014
Skikda,Ouldja Boulbalout,107,2014
Skikda,Ouled Attia,14,2014
Skikda,Ouled Hebbaba,54,2014
Skikda,Oum Toub,110,2014
Skikda,Ramdane Djamel,117,2014
Skikda,Salah Bouchaour,6,2014
Skikda,Sidi Mezghiche,27,2014
Skikda,Skikda,19,2014
Skikda,Tamalous,122,2014
Skikda,Zerdeza,4,2014
Skikda,Zitouna,12,2014
Souk Ahras,Ain Soltane,2,2014
Souk Ahras,Ain Zana,52,2014
Souk Ahras,Bir Bouhouche,0,2014
Souk Ahras,Drea,1,2014
Souk Ahras,Haddada,0,2014
Souk Ahras,Hanencha,3,2014
Souk Ahras,Khedara,14,2014
Souk Ahras,Khemissa,0,2014
Souk Ahras,Machroha,17,2014
Souk Ahras,M'Daourouche,0,2014
Souk Ahras,Merahna,0,2014
Souk Ahras,Oued Kebrit,0,2014
Souk Ahras,Ouillen,7,2014
Souk Ahras,Ouled Driss,11,2014
Souk Ahras,Ouled Moumen,50,2014
Souk Ahras,Oum El Adhaim,0,2014
Souk Ahras,Ragouba,0,2014
Souk Ahras,Safel El Ouiden,0,2014
Souk Ahras,Sedrata,0,2014
Souk Ahras,Sidi Fredj,0,2014
Souk Ahras,Souk Ahras,1,2014
Souk Ahras,Taoura,4,2014
Souk Ahras,Terraguelt,0,2014
Souk Ahras,Tiffech,2,2014
Souk Ahras,Zaarouria,272,2014
Souk Ahras,Zouabi,0,2014
Tamanghasset,Abalissa,0,2014
Tamanghasset,Foggaret Azzouia,0,2014
Tamanghasset,Idles,0,2014
Tamanghasset,In Ghar,0,2014
Tamanghasset,In Guezzam,0,2014
Tamanghasset,In M'Guel,0,2014
Tamanghasset,In Salah,0,2014
Tamanghasset,Tamenghasset,0,2014
Tamanghasset,Tazrouk,0,2014
Tamanghasset,Tin Zaouatine,0,2014
Tébessa,Ain Zerga,0,2014
Tébessa,Bedjene,0,2014
Tébessa,Bekkaria,0,2014
Tébessa,Bir Dheb,0,2014
Tébessa,Bir El Ater,0,2014
Tébessa,Bir Mokkadem,0,2014
Tébessa,Boukhadra,0,2014
Tébessa,Boulhaf Dyr,0,2014
Tébessa,Chrea,0,2014
Tébessa,El Houidjbet,0,2014
Tébessa,El Kouif,0,2014
Tébessa,El Malabiodh,3,2014
Tébessa,El Meridj,0,2014
Tébessa,El Mezeraa,0,2014
Tébessa,El Ogla,0,2014
Tébessa,El Ouinet,0,2014
Tébessa,Ferkane,0,2014
Tébessa,Guorriguer,0,2014
Tébessa,Hammamet,0,2014
Tébessa,Morsot,0,2014
Tébessa,Negrine,0,2014
Tébessa,Ogla Melha,0,2014
Tébessa,Ouenza,0,2014
Tébessa,Oum Ali,0,2014
Tébessa,Safsaf El Ouesra,0,2014
Tébessa,Stah Guentis,0,2014
Tébessa,Tebessa,0,2014
Tébessa,Thelidjene,0,2014
Tiaret,Ain Bouchekif,0,2014
Tiaret,Ain Deheb,0,2014
Tiaret,Ain El Hadid,0,2014
Tiaret,Ain Kermes,0,2014
Tiaret,Ain Zarit,0,2014
Tiaret,Bougara,0,2014
Tiaret,Chehaima,0,2014
